product_id,product_title,rating,total_reviews,price,top_reviews
itmc9604f122ae7f,"Apple iPhone 13 (Starlight, 128 GB)",4.6,"13,988","₹44,999","5 Terrific Happy to have this phone READ MORE Flipkart Customer Certified Buyer , Parasi Nov, 2021 5032 705 Permalink Report Abuse || 5 Excellent I upgraded to 13 from xs and my experience with this had been extraordinary . The user interface and the camera is too good .Just in love with this extraordinary device .I just shared some photos clicked from this phone so that everyone can have an idea about how good the camera is compared all other flagship devices . The lens inside the device is so efficient that it  automatically reduces the noise in the picture making it very crisp and clear  . READ MORE Flipkart Customer Certified Buyer , Bengaluru Oct, 2022 4817 674 Permalink Report Abuse || 5 Perfect product! Awesome battery backup amazing camera, a all day batter backup  improved and brilliant IOs 16.1 oled display dolby speakers and lot more, just close your eyes and go for it. One of the best handy smartphones ever and in great discount given by flipkart in big billion days 🔥 READ MORE Arnab Das Certified Buyer , Panihati Oct, 2022 16799 2448 Permalink Report Abuse"
itmb07d67f995271,"Apple iPhone 16 (Black, 128 GB)",4.6,793,"₹74,900","5 Great product Loved it READ MORE Aryan Kumar Certified Buyer , Ranchi 5 months ago 69 8 Permalink Report Abuse || 5 Mind-blowing purchase Super and cool photo READ MORE Flipkart Customer Certified Buyer , Uttara Kannada District 6 months ago 528 109 Permalink Report Abuse || 5 Super! Satisfied READ MORE Amit Kumar Chaudhary Certified Buyer , Patna 4 months ago 306 60 Permalink Report Abuse"
itmca361aab1c5b0,"Apple iPhone 13 (Midnight, 128 GB)",4.6,"13,988","₹44,999","5 Terrific Happy to have this phone READ MORE Flipkart Customer Certified Buyer , Parasi Nov, 2021 5032 705 Permalink Report Abuse || 5 Excellent I upgraded to 13 from xs and my experience with this had been extraordinary . The user interface and the camera is too good .Just in love with this extraordinary device .I just shared some photos clicked from this phone so that everyone can have an idea about how good the camera is compared all other flagship devices . The lens inside the device is so efficient that it  automatically reduces the noise in the picture making it very crisp and clear  . READ MORE Flipkart Customer Certified Buyer , Bengaluru Oct, 2022 4817 674 Permalink Report Abuse || 5 Perfect product! Awesome battery backup amazing camera, a all day batter backup  improved and brilliant IOs 16.1 oled display dolby speakers and lot more, just close your eyes and go for it. One of the best handy smartphones ever and in great discount given by flipkart in big billion days 🔥 READ MORE Arnab Das Certified Buyer , Panihati Oct, 2022 16799 2448 Permalink Report Abuse"
itm6c601e0a58b3c,"Apple iPhone 13 (Blue, 128 GB)",4.6,"13,988","₹44,999","5 Terrific Happy to have this phone READ MORE Flipkart Customer Certified Buyer , Parasi Nov, 2021 5032 705 Permalink Report Abuse || 5 Excellent I upgraded to 13 from xs and my experience with this had been extraordinary . The user interface and the camera is too good .Just in love with this extraordinary device .I just shared some photos clicked from this phone so that everyone can have an idea about how good the camera is compared all other flagship devices . The lens inside the device is so efficient that it  automatically reduces the noise in the picture making it very crisp and clear  . READ MORE Flipkart Customer Certified Buyer , Bengaluru Oct, 2022 4817 674 Permalink Report Abuse || 5 Perfect product! Awesome battery backup amazing camera, a all day batter backup  improved and brilliant IOs 16.1 oled display dolby speakers and lot more, just close your eyes and go for it. One of the best handy smartphones ever and in great discount given by flipkart in big billion days 🔥 READ MORE Arnab Das Certified Buyer , Panihati Oct, 2022 16799 2448 Permalink Report Abuse"
itmdb77f40da6b6d,"Apple iPhone 14 (Blue, 128 GB)",4.6,"11,692","₹52,990","5 Great product Nice camera but battery drain fast specially on video recording READ MORE Tara singh mehra Certified Buyer , Ramnagar Mar, 2023 4653 940 Permalink Report Abuse || 5 Fabulous! Best smart phone under this price range compare to other phones in 2023 if you see overall build quality, performance and Camera with autofocus and video action mode are awesome 50% extra RAM compared to iPhone 13 and other more features. Best time to upgrade to iPhone 14 . I am so happy See Low light photos are amazing.. READ MORE Rahul Prasad Certified Buyer , Debipur Jan, 2023 14377 2998 Permalink Report Abuse || 5 Just wow! Good READ MORE Avi Nash Certified Buyer , Bengaluru Feb, 2023 7083 1456 Permalink Report Abuse"
